series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,256,20,4,41.08312860081557,32,-7.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,256,20,32,3.4705903805486495,7,-8.6,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,256,20,16,23.147162931275023,13,-8.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,256,20,4,139.12345646381047,50,-6.7,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,20,4096,0.5348650503662579,4,-11.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,20,1024,3.0143164115699497,8,-10.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,20,256,30.76575446039419,22,-9.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,256,20,512,8.379988221893006,12,-10.3,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,20,4096,0.5348650503662579,4,-11.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,20,1024,3.0143164115699497,8,-10.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,20,256,8.589375974253889,16,-10.5,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,256,20,64,37.19537092084158,32,-10.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,256,20,512,-0.5520423027051347,7,-11.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,256,20,256,19.178205870439477,13,-10.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,256,20,64,135.32180956425603,52,-9.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,20,16384,-3.1808458200026326,4,-12.0,1,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,20,4096,0.97873461493925,8,-11.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,20,1024,28.74259759955271,22,-11.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,20,2048,6.355539579177352,12,-11.7,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,20,16384,-3.1808458200026326,4,-12.0,1,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,20,4096,0.97873461493925,8,-11.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,20,1024,6.57045678049007,16,-11.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,20,256,35.168148551462906,32,-11.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,20,2048,-8.781588420343464,5,-12.0,1,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,20,1024,14.996423461076189,6,-12.0,1,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,20,256,133.3046859919369,52,-10.7,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
